Token,Weight
manovra,0.020453102064062863
governo,0.25345213910460745
essere,0.5233393979891203
inevitabile,1.4526949187847202
rt,0.3133363907261702
vero,0.7106695556418302
Milf,-0.3681672771655692
ricordare ti,0.9518634946734668
visita,-0.5515221698797579
cimitero,-0.8779121202691865
richiedere,-0.40930704303172477
tacco,-0.3681672771655692
pensare,0.4910171624785803
ministro,0.05757068757154638
tecnico,0.5214046838004376
no,-0.006035680804599655
diktat,1.2195693998552342
partito,0.5433342449216295
servo,-2.3025454444964906
banchiere,-1.6519567946311962
oppressi,0.4186072830871786
tassa,-0.09427852067299908
preparare,2.579897637721971
colpo,-0.572230976580341
partire,0.12467548915131943
fuoco,0.372040347069535
fila,-0.035795709474187955
voto,0.5265575688593911
anticipare,-0.7992177089104229
Cosà,0.8167252895742648
giocare,-0.27916226506655506
cartazapatero,-0.7154179252366157
si,0.4023303802588386
fare,0.4353335712206198
avere,0.2937026063719838
imparare,0.33389152975258357
discorso,1.093670612558741
pò,0.15722222885589957
comice,-1.3199201551764792
privatizzazione,0.6362167829294318
Fiume,-0.2823756017301258
politico,0.32506006580968516
sinistra,-0.2992511621905244
autonomista,1.20529763039287
gennaio,0.3933566270867679
âl,1.0733108566042178
d,0.41301027904236903
nuovo,0.5738788634222046
convenzione,0.6829007275991379
pagamento,-0.9351301596771242
dilazionare,0.6829007275991379
ancora,0.588389006216007
vicino,1.5431789295392095
amico,0.04285683156535021
stipulare,0.6829007275991379
gentile,1.2895843158284226
aldire,-0.20847646766707387
forza,1.575647462471044
Juve,0.34012883636748426
sperare,1.1181931905538798
comprino,-0.20847646766707387
attaccante,-0.20847646766707387
serio,1.3071344753096408
perché,0.2827406922075246
borriello,0.9065347424001741
inguardabile,-0.20847646766707387
leakkare,0.8530458317497659
ttwe,0.8530458317497659
s,0.28667949651194075
m,0.17216183806414803
remix,0.5987023152000494
salire,-0.1497652964795892
hot,0.8530458317497659
vedere,0.7364232466291466
male,0.32488159601507227
andare,-0.15046208977161368
bene,1.3165148376141014
pure,-0.3744454168285391
saldare,2.757081987173472
x,0.2639059863305154
marso,2.757081987173472
tirare,-1.1851206199956201
il,0.42557701745448
culo,-0.8583099004158854
sempre,0.2550918482004685
perco,0.5287821384022713
parlare,0.36730962808220696
campione,0.5979992290253665
quando,0.6044312505927671
momento,0.883299543059071
borotalco,-0.8224086951403212
stop,0.6377598020003998
a il,-0.38805020117287065
mutandere,0.49351141014711974
di,1.003966379193375
lana,-0.9109324737874084
mario,0.640893756141396
monte,0.4361272668196532
meglio,1.4585044614884781
profezia,-0.39332898803784117
maya,-0.4954325024416529
mah,-1.354272000630333
eurobancare,1.0026583749303446
condividetere,0.439945474870621
palermo,0.439945474870621
luogo,-0.5671339982445128
sapere,0.6489976061667941
presto,0.7556654402096634
aggiornamento,0.9197243288976092
presente,1.035386503234456
capello,0.8175775990042996
biiro,1.1006551871478336
scuro,0.5581002695926137
italiano,0.29768619078256175
percentuale,-0.2841815285083437
bisognare,-1.2929861051783171
accettare,0.23687990558619434
gelosia,0.11897317179736153
acceco,0.11897317179736153
rabbia,0.44852257824438957
divora,-1.0707863662043673
amore,1.1595187731733771
consumare,0.27935407614503777
rompicoglione,0.11897317179736153
morire,-0.27183207725593755
mai,-0.09510306679167356
ultimo,0.3562365295675387
cazzare,-0.447500944284392
mettare,-0.3635094902145371
tassare,-1.14074530331241
possesso,1.5355493433246046
animale,-0.22376677527738104
domestico,0.3836384201541766
roba,-2.0962307429116316
matto,-0.1610334119773064
due,1.1227986075115248
mese,0.04757458637391533
tre,1.4459750729334206
provvedimento,1.1369492668082068
fonsdamentale,1.1600488792698453
oggi,1.025612902567472
semplifico,1.1600488792698453
saremo,1.516265720243944
altezza,1.6116841550069252
compito,0.4695506712671077
unità,1.6699629355887988
nazionale,0.5951340688091749
guidare,1.2886226182274723
sostenere,0.2537376786319621
mostro,0.5237120648939332
rispetto,1.9604826682840772
lavoro,0.7486717448585474
credere,0.4837651495747092
veramente,-0.8742911653984439
potere,0.5089687587661956
salvare,0.3947939685558826
mollare,1.4573679897649814
banda,0.5847334611853325
chissà,0.3372631978674577
indicazione,-0.3405223785788201
merito,-0.07518590208274373
lettura,0.3237146049220914
musica,1.8870617876570164
igenire,-1.28208850764058
personale,-0.20035425823232503
fedele,-0.0803819420811756
massone,0.07596346057761283
live,0.29955228168245573
At,-0.3411997983765789
schifo,-1.4034829630685401
vabbeè,0.856789399740455
fame,0.022460341756541297
dopo,0.528166776981966
cosa,0.29378462897639684
servire,-0.0635707301433273
senatore,-0.29267088412351183
dote,1.2428565389767383
rampa,1.2428565389767383
lancio,1.2428565389767383
distante,0.4989847859951034
anno,0.2891310799255902
luce,0.8704720758905189
problema,-0.7526848695705745
povero,0.13880750998559432
gente,0.04524503082379889
parlamento,0.3634128940788926
annunciare,-0.7268687804710015
rigore,1.3074681987517436
crescita,0.6360827923269154
equità,0.39339809393240394
via,0.5412611698237974
ascolto,2.0191972874298765
poi,-0.2188396138996018
pdo,-0.5939984971342696
felice,1.9004502727581272
sfiduciare,-0.53114174986269
video,0.7782620906453435
teledurruto,0.13687019418951468
stare,0.2728384415126403
già,-0.06646076382409372
cazzo,-0.7725586285777424
ripenseere,2.415260404750399
dare,-0.12247707343036558
solo,0.3745107098951639
solamente,1.114749434714895
vivere,-0.10098438459946545
paura,0.06863918496726526
sbagliare,-1.2241668501933582
piu,0.9223293779233718
brutto,-1.4168534861822033
dovere,0.6504711459580059
fregarmene,-0.11921278161223416
giudizio,0.1031134127659846
voglia,-0.6881325205103505
mandare,-0.2932142629687066
fanculo,-0.6751593374661576
capisco,0.06963956092528865
perchà,0.12821421493860233
stesso,-0.07635474255258715
ragazzo,0.545617112178134
fine,0.5237660061971868
primo,0.25276439425093583
amare,1.1546133500964217
caruccia,0.862716190041346
feo,1.0504991009934754
traumatizzare,1.0504991009934754
ahahaha,1.5040511168677153
nazista,-0.12776881819936134
luna,0.6470613242208716
film,1.1423451285476218
trovare,0.5455326897155675
maschera,-0.07831651386243393
prevedere,0.13168474059773633
prendere,0.6193890704180234
posto,0.4687400511008064
silvio,1.159279320508581
dispiacere,0.465130110646562
u,0.7861287566496159
caso,0.47176506237586086
iniziare,-0.230702432226114
leggere,0.3508567688385089
marre,1.1570672869461633
trarre,1.0346983306289617
allenatore,0.19305124312314323
finalmente,1.7940792150841995
riuscire,0.10544429185931464
impresa,-0.7882484477823437
retrocedere,-1.0681691078203677
arrivare,0.1257689252568681
sbaglio,-0.08104832248451325
dire,-0.01424189575760579
candidato,1.2876596767350141
grazie,1.0111447415935766
insieme,2.460238526557791
distruggere,-1.5950729367531593
ieri,0.2962585835917764
difendere,-0.23623808434415286
strnuamente,0.15318624186316482
stipendio,-1.1426208938840428
b,-0.6085805007910033
r,-1.027222383042515
spiegato,-1.4932204952333812
firmo,1.6584149780213964
sottoscrivo,1.6604950609081064
gigantesco,1.6584149780213964
container,1.6584149780213964
merdare,-1.2295074664370198
liquida,1.6584149780213964
stimare,2.5958103097592033
ahah,1.4510200063786454
xd,1.0838700769593463
emendamento,-0.5157817172109402
decreto,1.0996442287072492
sintese,1.20642575160881
novità,0.5017237962868486
cambiare,0.5391414741178997
litigavare,0.5350108476563914
vetulonia,0.5350108476563914
etrusco,0.5350108476563914
tensione,0.9883766718585346
ripetere,-0.3168202213730333
continuamente,-0.2856895594512335
ostruzionismo,-0.2856895594512335
stadio,1.6840598844295585
What,-1.132480473578663
is,-0.551158095929468
carità,-0.21192312163677987
sfuggono,-0.21192312163677987
molto,0.8254035625528785
sfumatura,-0.21192312163677987
giornale,-0.384447867115366
salvo,0.5476826023121115
esporre,0.6442600493913989
giorno,0.7334380786546199
attendere,-0.6498297779921847
inc,0.6074902649473761
norimbergo,-0.08586903661620152
dargli,-3.042319931193423
credire,-0.045819875281111644
possibile,1.3783638053295937
spazio,0.5262153413445019
buffone,-0.40232848256445125
ritardo,0.4656505084583063
piacere,1.3899403813754287
sallusta,0.9871145707223539
allora,0.2715652175756491
significare,1.0338484027284534
giardare,0.7463741028559601
mld,0.41591889410138805
riduzione,1.3059400083165815
spesa,-0.33236940762779005
rinunciare,3.230825648279154
chiamare,0.35145215207336444
proprio,0.35006088470547697
paese,-0.6364936620473965
venturo,-2.257320834072613
parte,0.34531952383415243
troppo,0.5316993632750138
convintare,0.11066783963408494
subito,1.3426303578815042
alto,0.8369188572176541
aww,0.8094350613213552
Lt,1.1311039702628352
à,0.1962981208559786
grave,-0.9354604935861844
pochezza,-1.3362129093447699
qualche,0.8396813476671241
scivolone,-0.058629432587804085
sotto,0.021994691103642387
sguardo,-0.8570126572832472
inceneritore,0.9760819581785238
moglie,1.0440236863400658
ð,0.8554876350436286
davvero,0.10034049313464098
tutto,0.27782464436714255
Merde,-0.5015276487828811
conoscere,0.5625228594741593
soffrare,-0.0007638243938378804
triplo,-0.0007638243938378804
soffro,-0.0007638243938378804
falso,-0.8828672110824193
altro,-0.3372101057609361
neanche,-0.2627567221680315
quindi,0.8207642791323173
me,0.86569383688323
domenica,1.2625803013226815
ok,0.6295038416431596
ahaha,1.132596127214758
sentire,0.38378271912702444
sfigare,-0.9759258163550639
uovo,1.150107544263892
zero,-1.9475281222022147
follower,0.6377530015185426
following,0.5397307967001265
tweet,1.027737490001983
nicknamire,0.13497953741713348
vorresti,0.30928067699195144
cuore,1.0952516755898842
zfu,0.834044416385416
milione,0.100373188207274
stanziare,0.834044416385416
presidente,0.909096804177269
regionale,0.4688721029199124
svegliare,-1.3997728931206324
ora,0.8132087120736031
diamine,-0.1547888796200789
dormire,-0.17969908616270244
buono,1.2964190022876154
operare,1.6866896123165211
società,0.3889008464096192
scrivere,-0.06173461743414579
bio,1.3958033896610103
comunque,0.7958212725843667
lontano,0.5256199857807935
impossibile,0.7066094026879348
combattare,2.4236788100744246
fino,0.2826680519837946
parente,-0.11254974748514122
sconosciere,-0.6706289493195362
porta,1.7624328202933677
vetro,0.6192111353422165
signore,1.4467885980080366
fare ci,0.7212391609618914
dimostrere,-0.00826849835452477
miopio,-0.5250164788341167
coltivatore,-0.00826849835452477
consenso,1.0865518383159283
onda,0.5650190872363312
ideologia,-0.7177882675169591
ormai,-0.26106298164988484
vetusta,-0.00826849835452477
buonsalva,1.15202988527278
perdonare,0.20044663390464862
latitanza,-0.28789187357487345
periodo,0.7760536214467983
qui,0.7698215779136203
influenza,-1.7534145119564082
tempo,0.8297287367864602
volare,1.1913210333835698
t,0.7163757153215052
aspettare,2.06946178121232
dannazione,-0.5011565885347127
eterno,0.32909556534485945
cm,-0.4727503983254476
falsare,-0.2806355820520622
banconota,-0.2806355820520622
rilanciare,0.5633610514458164
consumo,-1.2490749622319508
Italia,0.7873060816821759
promuovere,0.6506918244580703
sorprendere,0.662751911630792
positivo,2.572231155117163
mercato,0.11597890653941433
portare,0.21507000115374997
movimento,0.47467613787236385
intricare,-0.9260469186074847
campo,0.36971269564271825
idea,-0.16565230161671918
proposta,1.0061381551567594
valido,-1.0577945868086456
liberalizzazione,-0.1242882386148308
selvagge,-0.09670357963011966
tono,0.8619895263839255
pdl,-0.3465169160241639
sembrare,0.6373600376962236
propriamente,0.6092535150626532
concilianto,0.6092535150626532
continuo,-2.9666402100657363
nutrire,-0.3238578306345542
forte,-0.08696251547654363
dubbio,0.17959615940671977
probabile,0.44995855851130306
presentare,0.2369508971126816
polemica,-0.23580745863581845
imbarco,-0.3119463528955171
fanfare,-0.3119463528955171
sicofante,-0.3119463528955171
nano,0.19941584631742806
ballerina,3.055624159690596
cominciare,1.9993468315120573
considerare,0.6130042841214789
televisione,-0.05090952057561703
diventare,-0.627121740063567
ppn,0.0011351578726064503
guida,1.3495996892815096
prima,0.1528838026803087
mucchio,1.2669209348720616
selvaggio,-0.9989606798574026
trenino,-0.12151882616011939
guardare,0.9068833357064976
tipo,-1.25658760802688
spettacolo,-0.044314751880241886
misura,0.5275241782154837
arrivere,0.16862143115219017
insediamento,1.324374825663235
silenzio,1.5765823235812482
gatto,-0.5939452747284562
volere,0.5791884591648361
gattoooo,-0.7933532879838691
Zoccola,-0.40091339619553445
titolo,1.2767772073245471
odierno,0.4896824159325166
rivalire,0.2431573127013243
minzolino,0.6483662875221626
scusame,2.65231652120488
figurare,-1.1504499746993122
ovunque,-0.35967958157595464
resistere,1.332503674756518
Juveeee,1.3057282800964696
storia,1.0119876388316043
grande,0.9210605165405286
abbracciare,1.5632913379588245
nero,0.24869839658245993
alzare,1.0725498589186193
incredibile,-0.523447354046731
firenza,0.965241478429901
padre,1.4450634491173093
casa,0.2277332444693444
infarto,0.965241478429901
sunto,-0.24748586051754767
finanziario,0.30618621501273197
comincio,0.5115826526941443
elezione,0.573978764339657
anticipte,0.8848924382999326
giusto,1.4327035148394778
connessione,0.4962614525053538
k,0.7783511372523582
adsl,0.9956209352760507
lento,-0.5608747546157347
esistere,0.7926181655222513
persona,1.0325809128688486
birre,2.6044519028566793
superare,1.1801752061374498
puntare,1.0056700482156742
giovane,-0.1042550082574407
adesso,0.6028544815013156
dimostrare,0.7101197380043175
fiducia,0.6185007017608515
riporre,2.632684887966944
eh,0.030162661420771755
cc,0.3987258162680149
nemmeno,-1.3305869635628855
tesino,-0.34329248432351245
massimo,-1.576339923943521
Mappa,0.25877320577535573
parere,0.07630894863869389
strategia,0.27107912760985264
spacciare la,1.2914826623263216
tale,-0.11785802493283286
Mov,0.3832371730028616
stella,0.751964012891244
hahahaha,0.3438793924479815
Lol,1.1004167002787695
vs,0.7335640491323
speculazione,-0.7757397798237693
internazionale,0.634120716700589
provincia,0.39122048861422154
chiedere,0.16981727784280745
